Src,Eqid,Version,Lat,Lon,Magnitude,Depth,NST,Region
nc,71920701,1,38.7865,-122.763,1.5,1.1,27,Northern California
nc,71920696,0,40.3742,-122.112,1.5,10.6,9,Northern California
nc,71920686,1,38.8083,-122.8227,1.2,2.3,24,Northern California
ci,15272537,0,33.3733,-117.1703,1.3,14.4,17,Southern California
ak,10637537,1,60.6897,-141.662,1.9,32.4,12,Southern Alaska
ak,10637523,2,61.6978,-147.0048,3,20.1,63,Southern Alaska
ci,15272529,0,33.5647,-117.4513,1.9,0,13,Southern California
nc,71920666,1,38.8215,-122.7937,1.4,3.1,34,Northern California
ak,10637498,1,60.9345,-152.0231,2.1,77.8,12,Southern Alaska
us,b000emzu,6,-2.9911,129.8079,5.3,7.3,185,"Seram, Indonesia"
ci,15272505,0,33.4792,-116.5317,1.5,15.6,84,Southern California
ak,10637473,1,61.3581,-146.5506,1.6,26.3,5,Southern Alaska
nc,71920611,0,38.7593,-122.8752,1,4.2,12,Northern California
ci,15272489,0,34.3395,-116.8795,1.5,2.1,47,Southern California
uw,60491097,2,47.6203,-120.2687,2.2,1.3,11,Washington
nn,399504,9,40.3547,-119.8444,1.2,9.7,13,Nevada
ak,10637451,2,63.059,-151.509,1.2,7.8,12,Central Alaska
ak,10637449,1,61.1542,-146.9559,1.6,14.4,6,Southern Alaska
ak,10637445,1,62.0575,-145.1307,1.5,20.4,5,Central Alaska
ak,10637443,1,63.9257,-150.3212,1.7,0,13,Central Alaska
pr,13012030,0,19.694,-64.2605,3.4,42,11,Virgin Islands region
us,b000emxv,6,-53.1139,-46.971,5.1,14.5,57,South Atlantic Ocean
pr,13012031,0,19.1713,-64.2201,3.5,100,6,Virgin Islands region
pr,13012023,0,19.6054,-64.277,3.3,73,13,Virgin Islands region
ak,10637436,1,62.2383,-145.823,1.7,3.9,8,Central Alaska
pr,13012029,0,19.1165,-64.0651,3.1,107,3,Virgin Islands region
us,b000emxh,7,47.4002,153.4391,5.3,35,390,Kuril Islands
ak,10637419,1,63.2477,-149.9867,1.8,104.8,16,Central Alaska
ak,10637414,1,65.3816,-144.2587,1.8,0,9,northern Alaska
ak,10637412,1,60.1743,-149.6982,1.8,0.4,4,"Kenai Peninsula, Alaska"
us,b000emx7,6,23.9843,122.3449,4.8,28,52,Taiwan region
pr,13012026,0,19.1965,-64.233,2.7,97,3,Virgin Islands region
ci,15272473,0,33.3055,-116.3712,1.2,8,42,Southern California
ak,10637405,1,63.4365,-150.2296,1.5,2.2,9,Central Alaska
pr,13012025,0,19.4382,-64.2185,3.2,96,6,Virgin Islands region
us,b000emx0,4,37.2599,144.7667,4.6,35,37,"off the east coast of Honshu, Japan"
ak,10637401,2,61.5165,-150.0174,1.3,38.8,20,Southern Alaska
pr,13012017,0,19.5415,-64.3,3.4,79,13,Virgin Islands region
pr,13012020,0,19.5941,-64.5438,2.9,62,4,Virgin Islands region
ak,10637397,2,60.0129,-152.7821,2.1,106,25,Southern Alaska
pr,13012018,0,19.5123,-64.3517,2.6,62,3,Virgin Islands region
pr,13012028,0,19.531,-64.1287,2.8,77,3,Virgin Islands region
pr,13012027,0,19.496,-64.2149,2.9,75,4,Virgin Islands region
ci,15272457,0,33.6152,-116.8485,1.4,16.8,67,Southern California
us,b000emwn,8,43.631,-127.3821,4.3,10.1,151,off the coast of Oregon
pr,13012022,0,19.68,-64.483,3.2,19,7,Virgin Islands region
nc,71920426,1,38.8128,-122.8263,2.4,2.6,45,Northern California
nc,71920421,0,35.5438,-120.875,1.3,3.1,15,Central California
ak,10637380,1,61.6016,-147.9368,1.6,28.5,12,Southern Alaska
ci,15272441,0,33.3032,-116.2992,1.8,10.9,111,Southern California
ak,10637376,2,62.8658,-150.4734,1.3,83.7,15,Central Alaska
pr,13012019,0,18.2973,-66.7748,1.9,2,4,Puerto Rico
pr,13012021,0,19.462,-64.146,2.8,89,4,Virgin Islands region
us,b000emwj,4,-18.8784,169.2104,4.7,212.6,92,Vanuatu
pr,13012024,0,19.339,-67.5385,3.2,31,7,Puerto Rico region
pr,13012015,0,19.6905,-64.2429,2.8,14,3,Virgin Islands region
pr,13012014,0,19.634,-64.3,2.6,17,3,Virgin Islands region
ak,10637363,1,61.7933,-147.3895,1.5,36.1,15,Southern Alaska
ak,10637362,1,57.8248,-155.6121,2,13.5,6,Alaska Peninsula
nc,71920371,0,38.7772,-122.725,1.2,2.7,16,Northern California
pr,13012016,0,19.5946,-64.3373,2.7,57,4,Virgin Islands region
us,b000emw0,8,-2.0732,138.859,5,44.3,53,"Papua, Indonesia"
pr,13012013,0,19.6835,-64.2515,3.4,43,7,Virgin Islands region
nc,71920356,0,38.8275,-122.8515,1.2,2.4,21,Northern California
pr,13012012,0,19.455,-64.1829,3,71,4,Virgin Islands region
pr,13012011,0,19.4696,-64.3031,2.7,66,3,Virgin Islands region
ak,10637352,2,51.2826,-178.4394,2.7,23.2,12,"Andreanof Islands, Aleutian Islands, Alaska"
nn,399494,9,38.4983,-117.8978,1.4,14.7,7,Nevada
pr,13012009,0,19.4549,-64.2567,3,76,3,Virgin Islands region
nn,399493,9,39.2154,-120.0644,1.2,7.9,16,Northern California
nc,71920331,0,39.2082,-120.0767,1.6,4.5,13,Northern California
ci,15272417,0,34.102,-117.3158,2.4,16.3,178,"Greater Los Angeles area, California"
pr,13012010,0,19.7038,-64.2546,2.6,24,3,Virgin Islands region
uw,60490977,1,49.015,-122.1998,1.6,14,10,"British Columbia, Canada"
ak,10637337,2,63.4157,-150.199,1.4,112.8,18,Central Alaska
nc,71920316,1,38.8208,-122.7605,2.1,2.2,39,Northern California
ci,15272409,0,34.5323,-118.1627,1.4,10.5,23,Southern California
pr,13012008,0,19.5396,-64.2994,3,55,5,Virgin Islands region
ak,10637331,2,63.7844,-149.2048,1.2,115.7,16,Central Alaska
pr,13012007,0,19.2245,-64.1782,3,91,3,Virgin Islands region
pr,13012005,0,19.652,-64.4291,3.2,27,8,Virgin Islands region
pr,13012004,0,19.7028,-64.2526,3.4,51,17,Virgin Islands region
pr,13012006,0,19.6021,-64.2734,2.9,60,5,Virgin Islands region
pr,13012003,0,19.742,-64.2549,3.9,29,13,Virgin Islands region
uw,60490967,1,43.539,-121.6613,1.2,0,11,Oregon
pr,13012002,0,19.677,-64.4424,4.5,33,18,Virgin Islands region
ak,10637321,1,63.2746,-151.7756,2.1,4.9,16,Central Alaska
ak,10637315,1,62.8882,-148.832,1.1,96.8,12,Central Alaska
ak,10637313,1,64.4118,-146.9348,1.1,6.6,7,Central Alaska
ci,15272393,0,33.281,-116.781,1,11.5,48,Southern California
nc,71920256,0,38.7602,-122.7425,1.2,3.3,18,Northern California
uw,60490962,1,47.8762,-121.6547,1.1,12.1,10,Washington
ak,10637302,2,60.2866,-152.309,2.2,86.6,43,Southern Alaska
ak,10637295,1,61.0789,-146.0751,2.2,38.6,8,Southern Alaska
ci,15272385,0,33.3925,-116.367,1.1,5,34,Southern California
us,b000emtd,6,31.8467,50.9603,5.4,10,206,western Iran
ak,10637286,1,59.9348,-151.387,1.9,106.3,14,"Kenai Peninsula, Alaska"
uw,60490952,1,44.7133,-117.3547,1.2,13.1,6,Oregon
nc,71920231,0,39.3352,-122.8375,1.9,8.6,20,Northern California
ci,15272377,0,34.0397,-116.734,1,13.3,41,Southern California
pr,13012001,0,19.4976,-64.2155,3.2,71,7,Virgin Islands region
ak,10637276,1,63.8357,-149.1697,1.5,10.8,9,Central Alaska
nc,71920226,1,38.8137,-122.8272,1,2.9,24,Northern California
ak,10637259,1,62.9239,-150.8806,1.8,75.3,29,Central Alaska
ak,10637248,1,64.6851,-149.2481,1.9,0.1,11,Central Alaska
ak,10637245,1,64.7314,-149.2436,1.4,18.2,10,Central Alaska
ci,15272345,0,34.04,-116.7415,1.6,11.5,71,Southern California
ak,10637232,2,52.1313,-174.7922,2.2,96.6,13,"Andreanof Islands, Aleutian Islands, Alaska"
pr,13012000,0,19.1837,-64.7242,3,64,8,Virgin Islands region
nc,71920176,0,38.8315,-122.7975,1,2.2,18,Northern California
ak,10637215,1,65.0128,-147.3312,1.6,0.1,14,northern Alaska
ak,10637210,1,60.7414,-151.6045,1.7,88.5,6,"Kenai Peninsula, Alaska"
ci,15272337,0,33.498,-117.2227,1.5,18.6,17,Southern California
nc,71920166,2,37.503,-118.8128,1,8,23,Central California
pr,13011009,0,19.7198,-64.3291,3.1,47,6,Virgin Islands region
pr,13011007,0,19.118,-65.1791,3.1,82,6,Puerto Rico region
ak,10637185,1,62.2514,-150.0237,1.7,34,14,Central Alaska
uw,60490937,1,49.386,-120.4967,2.5,0,9,"British Columbia, Canada"
mb,13325617,2,47.4516,-115.967,1.5,2,11,northern Idaho
ak,10637180,1,60.2969,-152.1891,1.4,74.6,7,Southern Alaska
nc,71920121,1,38.7867,-122.7635,1.2,1.9,22,Northern California
pr,13011008,0,19.054,-64.0481,3.2,101,6,Virgin Islands region
nc,71920116,4,36.8863,-121.6098,1.4,0,12,Central California
nc,71920111,0,38.8237,-122.7905,1.1,3.1,21,Northern California
ak,10637171,2,51.4782,-175.9847,1.9,22.7,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10637163,2,51.6564,-175.7708,2.9,45.2,17,"Andreanof Islands, Aleutian Islands, Alaska"
uw,60490917,1,46.9453,-119.0548,1.5,0,14,Washington
ci,15272329,0,33.5072,-116.5112,1.6,14.3,64,Southern California
us,b000emif,6,15.5017,-91.6299,4.9,229.3,285,Guatemala
ci,15272321,0,33.4988,-116.512,1.1,14.9,43,Southern California
nc,71920066,0,38.8307,-122.7577,1.2,1.9,18,Northern California
hv,60449346,1,19.2785,-155.2093,1.7,6.5,18,"Island of Hawaii, Hawaii"
ci,15272313,0,33.4443,-116.609,1.6,0.2,12,Southern California
ak,10637144,1,63.1424,-151.3216,2.4,0,26,Central Alaska
ak,10637137,1,63.0181,-151.461,1.8,2.5,12,Central Alaska
ak,10637132,1,63.3007,-151.5672,2.4,0.1,23,Central Alaska
hv,60449326,1,19.2973,-155.2148,2,4.4,23,"Island of Hawaii, Hawaii"
nc,71920031,1,38.8225,-122.808,1.4,3.2,23,Northern California
ak,10637123,2,59.6461,-133.7324,1.5,5,7,"British Columbia, Canada"
hv,60449321,2,19.2905,-155.2125,2.5,8.4,40,"Island of Hawaii, Hawaii"
nc,71920011,2,36.9663,-121.6232,1.3,5.2,25,Northern California
pr,13011005,0,18.2075,-67.832,2.9,11,6,"Mona Passage, Puerto Rico"
ak,10637109,1,59.9897,-141.5598,2.1,26.4,7,Southeastern Alaska
ak,10637096,2,59.6817,-153.4843,2.6,124.9,50,Southern Alaska
us,b000emgd,6,52.1713,-170.8039,3.5,28.3,0,"Fox Islands, Aleutian Islands, Alaska"
ci,15272273,0,33.3565,-116.3953,1.3,14.6,52,Southern California
ci,15272265,0,33.8333,-117.2058,1.3,3.6,11,"Greater Los Angeles area, California"
ak,10637078,1,64.8808,-151.4919,1.7,0.1,6,Central Alaska
pr,13011006,0,19.0077,-65.1716,2.9,81,4,Puerto Rico region
ci,15272257,0,32.6497,-115.7083,1.8,8.5,23,Southern California
ak,10637070,1,62.0607,-147.7666,1.7,28.8,13,Central Alaska
us,b000emck,8,14.8825,-92.6111,5.1,90.4,99,"offshore Chiapas, Mexico"
ak,10637060,1,61.4439,-151.2077,2.1,2.2,16,Southern Alaska
ak,10637058,2,62.2294,-148.8292,1.2,14.4,18,Central Alaska
nc,71919871,2,35.831,-120.5978,1.1,11.1,36,Central California
ak,10637055,1,63.2475,-150.8578,1.6,140.8,16,Central Alaska
ak,10637036,2,62.5014,-151.3634,4.1,89.9,84,Central Alaska
nc,71919846,0,38.8372,-122.783,1.1,1.7,16,Northern California
ak,10637029,1,61.6353,-149.7741,1.6,48.7,12,Southern Alaska
nc,71919836,0,38.84,-122.7827,1.1,1.7,11,Northern California
ci,15272233,0,32.9867,-116.0808,2,59.9,17,Southern California
pr,13011004,0,19.4482,-64.2563,3,86,5,Virgin Islands region
ak,10637019,1,62.1491,-145.3088,1.9,6.6,17,Central Alaska
ak,10637015,1,61.5442,-150.435,1.7,42.6,8,Southern Alaska
ak,10637013,1,62.0024,-149.1678,1.4,16.4,8,Central Alaska
us,b000emaq,5,-1.9486,68.1938,4.7,9.8,30,Carlsberg Ridge
nc,71919776,1,38.836,-122.8265,1.4,2.3,28,Northern California
ci,15272225,0,33.4643,-116.4963,1.4,14.2,64,Southern California
ci,15272217,0,33.3658,-116.1862,1.9,0.1,17,Southern California
ci,15272193,0,33.4658,-116.4932,1.9,15.4,82,Southern California
ci,15272201,0,33.4607,-116.4965,1.9,15.4,26,Southern California
ci,15272185,0,33.466,-116.498,1.1,13,40,Southern California
ci,15272177,0,33.2767,-116.786,1.3,13.2,66,Southern California
ci,15272169,0,33.203,-116.4305,1.6,18.7,17,Southern California
nc,71919726,1,38.814,-122.795,1.3,3.4,25,Northern California
nc,71919711,0,39.7813,-123.5583,1.7,8.9,6,Northern California
uw,60490892,2,47.7673,-122.9883,1,46,21,"Olympic Peninsula, Washington"
ak,10636985,1,63.8442,-149.15,1.6,7.1,11,Central Alaska
nc,71919701,6,39.7808,-123.5667,3.3,9.3,33,Northern California
ci,15272161,0,34.5743,-116.2452,1.7,1.8,31,Southern California
ak,10636979,2,55.5483,-135.108,3.4,20,20,off the coast of Southeastern Alaska
ci,15272153,0,34.0033,-116.79,1.2,20,47,Southern California
ak,10636970,1,63.9428,-148.975,1.6,0.1,20,Central Alaska
nc,71919691,2,38.0647,-122.141,1.3,5.8,28,"San Francisco Bay area, California"
us,b000em8t,7,-17.2776,-177.3852,4.8,388.5,310,Fiji region
pr,13011003,0,19.5795,-64.4359,3.3,7,9,Virgin Islands region
nc,71919681,2,37.5727,-119.0003,1.7,3.4,33,Central California
nc,71919676,2,37.5767,-119.0002,1.3,3.8,27,Central California
us,b000em8m,9,13.349,92.3832,5,34.2,64,"Andaman Islands, India region"
ci,15272145,0,32.2308,-115.242,2.8,41.8,19,"Baja California, Mexico"
ci,15272129,0,33.0263,-116.4342,1.3,5.1,47,Southern California
nc,71919646,3,37.5595,-118.4598,2.5,10.1,35,Central California
nc,71919631,2,38.8263,-122.7823,1.2,2.3,45,Northern California
us,b000em7w,7,-9.5025,114.7122,4.4,75.6,51,"south of Bali, Indonesia"
hv,60449196,1,19.3658,-155.4107,1.8,13.5,33,"Island of Hawaii, Hawaii"
ci,15272113,0,32.7702,-116.7935,1.2,9,12,Southern California
ci,15272105,0,33.3288,-116.3052,1.3,11.5,37,Southern California
ak,10636938,1,61.5928,-148.301,1.5,17.8,13,Southern Alaska
nc,71919581,0,38.828,-122.8513,1.4,1.9,20,Northern California
us,b000em73,9,-39.31,173.69,4.6,11,0,off the west coast of the North Island of New Zealand
ci,15272097,2,35.5685,-118.5297,2,2,59,Central California
ak,10636919,2,59.5849,-149.8033,2,3,38,"Kenai Peninsula, Alaska"
ak,10636912,2,63.0616,-151.4558,1.2,7.3,16,Central Alaska
ak,10636913,2,60.0179,-147.4076,1.6,7.3,16,Southern Alaska
ci,15272089,2,34.1013,-116.757,1.5,11.8,77,Southern California
ak,10636907,1,63.3062,-145.3859,2,0.6,9,Central Alaska
nc,71919551,1,40.2985,-124.3592,2.4,15.4,18,offshore Northern California
pr,13011002,0,19.6882,-64.355,2.9,51,5,Virgin Islands region
ak,10636895,1,65.2463,-150.2832,1.5,1.4,9,northern Alaska
nc,71919531,0,38.8418,-122.8303,1.1,2.4,16,Northern California
nc,71919521,0,38.8432,-122.8288,1,1.8,20,Northern California
uw,60490732,1,43.8103,-121.3897,1.5,0.1,12,Oregon
ak,10636885,1,63.4985,-151.272,1.1,6.3,5,Central Alaska
ak,10636872,1,64.0388,-149.1746,1.3,3.9,9,Central Alaska
ak,10636871,1,61.1353,-146.9852,1.5,10.5,7,Southern Alaska
nc,71919501,2,36.4985,-121.0762,1.3,4.7,27,Central California
ak,10636512,2,60.0369,-152.8841,2.2,113.9,36,Southern Alaska
nm,011113a,B,37.7136,-88.8972,2.7,16,38,Illinois
pr,13011001,0,19.3003,-64.4197,3.4,79,9,Virgin Islands region
ak,10636503,1,61.687,-149.538,1.7,29.4,24,Southern Alaska
nc,71919486,1,38.8593,-122.803,1.6,1.9,26,Northern California
ci,15272073,2,33.6967,-116.7038,1.1,20.4,41,Southern California
ak,10636404,1,62.0483,-148.6442,1.4,34.9,11,Central Alaska
ci,15272065,2,34.3655,-116.4603,1.7,3.5,48,Southern California
pr,13011000,0,18.9202,-64.8837,3.2,11,18,Virgin Islands region
ak,10636309,2,53.7782,-165.0307,2.2,45,16,"Fox Islands, Aleutian Islands, Alaska"
nc,71919471,2,36.7552,-120.8772,1.5,2.5,22,Central California
ci,15272057,2,35.5742,-118.5327,1.3,2.5,19,Central California
ak,10636273,1,63.3381,-149.3558,1.3,5.3,14,Central Alaska
ak,10636270,1,60.5177,-151.8291,2.1,16.4,6,"Kenai Peninsula, Alaska"
hv,60449051,1,19.3842,-155.2417,2,3.2,14,"Island of Hawaii, Hawaii"
us,b000em0n,7,39.6307,25.5102,4.3,5.8,73,Aegean Sea
hv,60449046,5,19.2423,-156.0513,3.1,47.4,60,"Hawaii region, Hawaii"
nc,71919441,0,38.8127,-122.8258,1,2.5,18,Northern California
nc,71919436,2,37.1265,-121.5265,1.2,7.4,27,Northern California
ak,10636258,1,65.0083,-147.3248,1.3,6.4,8,northern Alaska
nc,71919416,2,35.786,-120.3217,1.3,4.2,51,Central California
us,b000elzd,4,28.9183,67.5354,4.2,10,21,Pakistan
nn,399345,9,37.364,-117.1411,1.6,0,15,Nevada
pr,13010019,0,19.6543,-64.3281,3.3,58,7,Virgin Islands region
ak,10636246,1,63.2577,-150.4425,1.3,131.3,10,Central Alaska
ak,10636244,2,63.5421,-150.1679,1.3,134.9,14,Central Alaska
pr,13010021,0,18.3558,-63.7252,3.3,84,10,"Anguilla region, Leeward Islands"
hv,60449011,1,19.4422,-155.4382,2,10.6,22,"Island of Hawaii, Hawaii"
nn,399336,9,40.745,-118.7925,1.8,22.8,5,Nevada
ci,15272041,2,32.6275,-116.7225,1.8,20,35,Southern California
ak,10636222,1,61.6069,-151.8689,2,97.7,19,Southern Alaska
nc,71919376,2,37.5013,-118.9933,1.2,7.1,23,Central California
ak,10636209,1,60.8076,-152.3657,2.2,109.3,10,Southern Alaska
hv,60449006,2,19.3905,-155.2507,2.4,3.4,23,"Island of Hawaii, Hawaii"
ak,10636202,1,62.0294,-148.89,1.3,38.6,5,Central Alaska
nc,71919351,1,38.7945,-122.808,1.4,3.3,21,Northern California
us,b000elxf,6,-16.5607,175.2498,5,66.2,177,Fiji region
pr,13010030,0,19.524,-64.3052,3.3,82,6,Virgin Islands region
ak,10636182,1,63.976,-148.7766,1.7,0,19,Central Alaska
pr,13010018,0,19.6457,-64.4141,3.3,20,10,Virgin Islands region
us,b000elwi,5,37.3452,143.6737,4.5,34.5,35,"off the east coast of Honshu, Japan"
ak,10636013,1,61.2209,-152.1704,2.6,103.3,41,Southern Alaska
pr,13010029,0,19.5317,-64.4097,3.1,10,5,Virgin Islands region
nc,71919276,2,37.5768,-119.0035,1.5,4.7,15,Central California
nc,71919271,0,38.8328,-122.7913,1,2.5,15,Northern California
ak,10636004,1,63.0613,-151.5307,1,10.8,5,Central Alaska
pr,13010027,0,19.5121,-64.277,2.8,58,4,Virgin Islands region
pr,13010020,0,19.4913,-64.3028,3.4,67,9,Virgin Islands region
nc,71919256,2,37.5717,-119.0058,1.4,5.5,14,Central California
ak,10635982,1,67.2067,-145.736,3.2,2.8,20,northern Alaska
ak,10635979,2,60.8696,-151.5188,1.4,63.4,13,"Kenai Peninsula, Alaska"
nn,399274,9,39.3289,-117.8776,1.6,4,8,Nevada
ci,15272017,2,35.0458,-118.3173,1.3,0,9,Southern California
pr,13010023,0,19.4876,-64.39,3.2,9,3,Virgin Islands region
pr,13010022,0,19.3561,-64.0562,2.6,97,3,Virgin Islands region
ak,10635958,2,51.3287,-178.4898,2.3,25.6,14,"Andreanof Islands, Aleutian Islands, Alaska"
pr,13010017,0,19.7401,-64.3876,3.2,12,6,Virgin Islands region
mb,13428844,2,46.05,-111.4178,1.5,13.5,12,western Montana
ak,10635950,1,60.7913,-147.2128,2.3,14.5,12,Southern Alaska
ak,10635941,1,63.4285,-147.5692,1.2,17.6,6,Central Alaska
nc,71919306,2,37.6628,-119.383,1,7.5,12,Central California
ci,15271985,2,33.916,-116.7883,1.5,17.9,69,Southern California
pr,13010028,0,19.3351,-64.24,2.7,97,3,Virgin Islands region
ak,10635929,1,62.5456,-151.5029,2.5,120,35,Central Alaska
pr,13010026,0,18.933,-65.042,2.8,42,4,Virgin Islands region
hv,60448956,2,19.3633,-155.2255,2.1,3.1,17,"Island of Hawaii, Hawaii"
pr,13010016,0,19.638,-64.4233,3.1,28,9,Virgin Islands region
ci,15271961,2,33.8888,-116.8765,1.5,16.4,61,Southern California
ak,10635910,2,52.2296,-170.4509,4.6,13.2,27,"Fox Islands, Aleutian Islands, Alaska"
ak,10635903,2,62.6865,-148.7222,1.2,55.1,23,Central Alaska
pr,13010025,0,19.4165,-64.3917,3.2,76,3,Virgin Islands region
ci,15271953,4,32.8532,-116.2683,1.3,14,23,Southern California
nc,71919111,2,37.7493,-122.1572,1.4,8.6,12,"San Francisco Bay area, California"
pr,13010024,0,19.4717,-64.212,3.2,76,5,Virgin Islands region
