Src,Eqid,Version,Lat,Lon,Magnitude,Depth,NST,Region
uu,60009662,2,44.4358,-110.3278,1.2,11.5,10,"Yellowstone National Park, Wyoming"
uu,60009657,2,44.4293,-110.3168,1,12.5,8,"Yellowstone National Park, Wyoming"
ak,10636044,2,65.6331,-144.0003,1.1,5.6,7,northern Alaska
nc,71916401,4,40.5992,-123.3545,2.9,33.3,36,Northern California
us,c000ekiu,6,24.5347,122.913,5.2,73.3,166,Taiwan region
uu,60009652,2,44.4277,-110.3223,1,10.6,10,"Yellowstone National Park, Wyoming"
nc,71916396,2,37.4125,-118.6017,1.4,10.9,28,Central California
ak,10636043,2,60.0972,-152.6253,1.9,99.1,6,Southern Alaska
pr,13007000,0,18.11,-64.0211,2.5,16,6,Virgin Islands region
ak,10636042,2,62.1958,-149.3458,1.3,59,6,Central Alaska
ak,10636041,2,55.6868,-134.887,2.3,20,5,Southeastern Alaska
us,c000ekie,4,28.325,94.3088,4.2,18.1,18,"Arunachal Pradesh, India"
ak,10636040,2,62.8826,-151.1816,1.5,103.6,8,Central Alaska
ak,10636039,2,55.2546,-134.692,3.1,20,6,Southeastern Alaska
ak,10636038,2,55.6118,-135.0283,2.6,20,5,off the coast of Southeastern Alaska
nm,010713a,A,36.4695,-89.4935,1.5,5.4,14,Tennessee
ak,10632295,3,63.1295,-149.7766,1.3,90.2,9,Central Alaska
ak,10632286,2,63.3605,-149.29,2.3,96,36,Central Alaska
ak,10632285,2,62.9376,-149.3254,1.2,76.5,14,Central Alaska
ak,10632281,2,63.4787,-148.0882,1,7,9,Central Alaska
ak,10632275,2,61.7269,-150.5518,2.1,64.8,16,Southern Alaska
ak,10632276,3,63.0426,-150.4642,1.3,95.7,10,Central Alaska
nc,71916351,3,37.5173,-118.8742,1.8,6.9,35,Central California
nc,71916341,2,37.5133,-118.8735,1.2,6.8,26,Central California
nc,71916336,2,37.5512,-118.8318,2,15.6,16,Central California
nc,71916331,6,37.5152,-118.8738,2.6,7.2,40,Central California
us,c000ekhu,D,49.0345,-128.7151,4.4,10,24,"Vancouver Island, Canada region"
ci,15270841,2,33.3102,-116.187,1.3,10.3,57,Southern California
ak,10632259,2,61.4876,-146.5344,1.5,31.6,14,Southern Alaska
ak,10636030,2,55.9626,-135.3468,2.7,20,5,off the coast of Southeastern Alaska
ak,10636029,2,60.2147,-150.2165,1.5,52.9,6,"Kenai Peninsula, Alaska"
ak,10632254,2,62.1696,-147.8067,1.4,35.3,14,Central Alaska
ci,15270833,2,33.5908,-116.8173,1.6,10.4,94,Southern California
ak,10632412,3,61.6025,-149.6521,1.2,39,8,Southern Alaska
ak,10632251,3,51.5875,-177.7403,2.1,28.5,13,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71916311,4,40.2155,-124.1135,2.6,13.4,27,Northern California
ak,10632243,2,62.1272,-145.6682,2.5,19.3,25,Central Alaska
nc,71916306,0,38.8077,-122.8195,1.1,2.3,20,Northern California
ak,10636023,2,56.7869,-134.996,1.8,1.6,5,Southeastern Alaska
nc,71916301,1,38.8193,-122.8257,1.2,3,28,Northern California
ak,10632232,2,62.9063,-150.48,1.3,88.2,11,Central Alaska
us,c000ekg1,4,37.0572,-104.6437,2.5,5.4,28,Colorado
ak,10632230,2,51.2338,-178.0478,1.9,13.5,6,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000ekfq,7,26.8387,56.1841,4.3,10,44,Strait of Hormuz
ak,10632226,2,63.2702,-150.4794,1.8,126.8,22,Central Alaska
ak,10636018,2,55.4054,-134.7951,2.9,20,9,Southeastern Alaska
ak,10636017,2,63.2195,-154.6752,1.6,10,5,Central Alaska
ak,10636016,2,63.1915,-150.5463,1.3,120.9,8,Central Alaska
nc,71916271,1,38.8233,-122.8552,1.2,2.7,23,Northern California
ak,10632221,2,53.4599,-167.9667,2.7,149.5,16,"Fox Islands, Aleutian Islands, Alaska"
us,c000ekbx,5,40.1531,21.8193,4.3,11.8,37,Greece
ak,10632213,2,54.6792,-159.8274,3.4,13.2,26,south of Alaska
ak,10632212,2,61.4846,-151.1996,1.7,68.6,17,Southern Alaska
ak,10632210,2,53.4235,-165.6185,2,21.4,13,"Fox Islands, Aleutian Islands, Alaska"
uu,60009627,2,44.4368,-110.3408,1.3,7.1,11,"Yellowstone National Park, Wyoming"
nn,398847,9,38.5705,-119.4377,1.3,0,7,Central California
ci,15270801,2,34.1352,-117.0117,1,9.9,60,Southern California
nn,398845,9,37.3321,-115.5716,1.5,0,13,Nevada
hv,60447581,1,19.307,-155.5013,2.1,6.4,19,"Island of Hawaii, Hawaii"
ci,15270793,2,33.7053,-116.8042,1.1,18.7,47,Southern California
ak,10632200,2,62.1656,-145.5633,1.5,24.5,16,Central Alaska
nm,010713b,A,35.8918,-91.9482,1.8,2.1,8,Arkansas
ak,10633541,2,55.2351,-134.6471,2.5,20,9,Southeastern Alaska
nc,71916241,2,36.4705,-121.0447,1.2,5.2,14,Central California
ci,15270785,2,32.74,-115.4825,1.5,7,22,Southern California
nn,398843,9,37.4013,-115.6473,1.2,0,4,Nevada
ak,10633540,2,56.1057,-135.3017,2.3,20,7,Southeastern Alaska
nc,71916231,6,40.8462,-125.3722,3.1,21.5,51,offshore Northern California
ak,10632187,2,62.9062,-150.9627,1.7,105.8,24,Central Alaska
nn,398838,9,38.5754,-119.4327,1.3,1,7,Central California
ak,10632181,2,62.2434,-150.1654,1.3,8,16,Central Alaska
ci,15270761,2,33.1517,-115.6393,1.2,1,23,Southern California
ci,15270753,2,33.1522,-115.6408,1.3,1.7,29,Southern California
ak,10633536,2,55.2544,-134.7141,2.8,20,11,Southeastern Alaska
nc,71916211,2,38.4182,-119.2945,2.2,7,35,Central California
ak,10633535,2,62.6347,-137.0706,1.7,25.1,7,"Southern Yukon Territory, Canada"
ci,15270745,2,33.1463,-115.6295,1.2,1.8,23,Southern California
ak,10632169,2,63.5682,-147.3488,1.9,4.8,32,Central Alaska
ak,10633533,2,55.6251,-135.2886,3,20,6,off the coast of Southeastern Alaska
us,c000ek9z,5,45.6759,154.0767,4.9,27.2,162,east of the Kuril Islands
ak,10633532,2,62.1494,-152.1883,1.6,113.4,14,Central Alaska
nc,71916186,1,38.8112,-122.7952,1.1,3.3,22,Northern California
ak,10632151,2,62.9553,-149.1128,2,84.7,37,Central Alaska
ak,10632146,2,51.7528,-174.4145,2.2,34.4,17,"Andreanof Islands, Aleutian Islands, Alaska"
mb,13088414,2,45.6123,-111.7403,2.2,8.8,37,western Montana
us,c000ek91,5,17.1354,-94.9937,5.1,65.3,203,"Oaxaca, Mexico"
ak,10633529,2,58.5471,-136.9478,1.7,4.6,10,Southeastern Alaska
us,c000ek8z,6,-22.8753,-66.102,4.9,252.6,27,"Jujuy, Argentina"
ak,10633528,2,55.4428,-135.0025,2.5,20,8,off the coast of Southeastern Alaska
ak,10633527,2,55.6771,-135.1861,2.5,20,7,off the coast of Southeastern Alaska
nc,71916166,2,36.0068,-121.4533,1.6,6.3,11,Central California
ak,10633526,2,55.7073,-135.1082,2.7,20,8,off the coast of Southeastern Alaska
nc,71916161,2,36.7235,-121.2352,1.3,6.4,31,Central California
ci,15270729,2,34.0485,-117.253,1.1,16.9,50,"Greater Los Angeles area, California"
pr,13006004,0,18.4724,-67.3994,2.4,21,8,"Mona Passage, Puerto Rico"
nc,71916156,2,36.5007,-121.081,1.1,4.9,17,Central California
ak,10632125,3,51.4609,-178.1353,1.8,13.1,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10633524,2,58.4688,-153.8201,2.1,70.1,9,"Kodiak Island region, Alaska"
us,c000ek85,A,-26.2662,178.3941,5.1,634,119,south of the Fiji Islands
nc,71916141,3,37.423,-121.7677,2.6,6.6,145,"San Francisco Bay area, California"
ak,10633523,2,63.3552,-150.3736,1.2,112.2,14,Central Alaska
ak,10633522,2,55.3832,-134.8838,2.6,20,10,Southeastern Alaska
ak,10633521,2,63.2033,-150.6668,1.3,119.8,13,Central Alaska
ak,10633520,2,63.2357,-150.627,1.3,117.4,11,Central Alaska
us,2013kbar,4,29.9635,57.6047,4.1,10,17,southern Iran
ci,15270721,2,32.3243,-115.3447,2.3,8.3,20,"Baja California, Mexico"
nc,71916131,3,39.9535,-120.8587,1.6,9.2,11,Northern California
nc,71916111,3,38.7937,-122.7988,1.1,4,47,Northern California
ak,10632111,2,63.1147,-151.4123,1.2,13,17,Central Alaska
us,2013kbaq,5,-17.7506,-72.1091,4.7,87.9,19,near the coast of southern Peru
ak,10633517,2,59.0931,-152.8131,2.2,63.2,29,Southern Alaska
uw,60489792,2,47.6418,-120.3765,1,5.2,6,Washington
ak,10632108,2,53.5934,-165.46,2,40.7,12,"Fox Islands, Aleutian Islands, Alaska"
ak,10633515,2,63.8321,-148.4835,1.2,105.2,13,Central Alaska
ak,10633514,2,55.4797,-134.9433,3.3,20,12,Southeastern Alaska
ak,10633513,2,55.4511,-135.0109,2.3,20,7,off the coast of Southeastern Alaska
ak,10633511,2,55.3522,-134.5934,2.6,20,8,Southeastern Alaska
ak,10633510,2,62.8499,-149.5222,1.2,77.8,17,Central Alaska
pr,13006003,0,18.0538,-64.0418,2.7,28,5,Virgin Islands region
pr,13006002,0,18.3397,-64.0625,2.8,52,5,Virgin Islands region
ak,10633509,2,55.5179,-135.066,2.8,20,10,off the coast of Southeastern Alaska
nc,71916086,3,39.9887,-120.5647,1.3,13,11,Northern California
ak,10633508,2,62.251,-149.7189,1.2,51.1,16,Central Alaska
ak,10633507,2,55.4487,-135.3281,3.8,20,15,off the coast of Southeastern Alaska
nc,71916076,2,40.3197,-124.5683,2.4,21.7,27,offshore Northern California
ak,10633506,2,61.5965,-141.1869,2,3.6,17,Southern Alaska
us,c000ek6m,7,-24.2873,-67.0469,4.3,184.5,18,"Salta, Argentina"
ak,10633505,2,60.4226,-147.4135,1.6,10.7,21,Southern Alaska
ak,10633504,2,55.5542,-135.1324,2.9,20,10,off the coast of Southeastern Alaska
ak,10633503,2,55.4825,-135.3939,2.5,20,9,off the coast of Southeastern Alaska
ak,10632101,2,62.0824,-145.2357,1.7,23,23,Central Alaska
nc,71916071,4,39.799,-123.1897,1.6,9.1,33,Northern California
ak,10633501,2,55.4214,-134.4942,2.2,10.9,6,Southeastern Alaska
nc,71916061,3,39.7935,-123.1842,1.6,7.1,32,Northern California
uu,60009592,6,44.3992,-110.508,1.1,2.4,12,"Yellowstone National Park, Wyoming"
ak,10632092,3,60.0621,-153.3177,2.6,144.3,47,Southern Alaska
us,c000ek6c,9,1.0963,127.4821,5.4,149.9,103,"Halmahera, Indonesia"
ak,10633497,2,55.3344,-134.6637,2.3,12.4,8,Southeastern Alaska
uu,60009577,2,44.3957,-110.5062,1.1,2.2,11,"Yellowstone National Park, Wyoming"
ak,10633496,2,55.5744,-135.0396,3.1,19,11,off the coast of Southeastern Alaska
us,c000ek68,6,1.8626,89.6626,4.8,13.7,57,North Indian Ocean
us,c000ek66,A,-17.1909,-174.1568,4.6,100.8,120,Tonga
uu,60009572,2,39.1402,-111.5722,1.3,5.5,5,Utah
ak,10632082,2,59.8626,-152.8887,2.6,100.6,54,Southern Alaska
nc,71916031,1,38.8238,-122.7972,1.5,3.2,29,Northern California
pr,13006001,0,18.5216,-64.2565,2.5,12,5,Virgin Islands region
ak,10633494,2,55.4609,-134.9222,2.8,20,10,Southeastern Alaska
ak,10632079,2,51.4763,-177.1466,1.7,19.6,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10633492,2,55.2854,-134.5862,2.7,20,8,Southeastern Alaska
ak,10633491,2,54.6145,-161.7838,1.9,21.2,6,Alaska Peninsula
ak,10633490,2,56.0185,-135.3434,2.9,20,9,Southeastern Alaska
ak,10632072,2,61.2485,-150.8334,2.2,54.7,42,Southern Alaska
nc,71916021,2,36.537,-121.121,1.1,3.9,21,Central California
uu,60009547,5,44.3925,-110.5092,1.9,3.4,23,"Yellowstone National Park, Wyoming"
ak,10633488,2,52.589,-169.2002,2.5,18.2,6,"Fox Islands, Aleutian Islands, Alaska"
uu,60009537,4,44.396,-110.507,2,2.7,16,"Yellowstone National Park, Wyoming"
uu,60009532,2,44.3923,-110.513,1.2,3.6,13,"Yellowstone National Park, Wyoming"
uu,60009527,2,44.3962,-110.5082,1,2.7,11,"Yellowstone National Park, Wyoming"
ak,10632070,2,51.5449,-178.2224,1.6,32.2,15,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60009522,4,44.4042,-110.5128,1.2,1.7,14,"Yellowstone National Park, Wyoming"
ak,10632068,2,65.0091,-148.815,1,10.1,13,northern Alaska
uu,60009512,3,44.4038,-110.5063,1.3,1.7,11,"Yellowstone National Park, Wyoming"
ak,10633485,2,55.0462,-160.2862,1.7,21.1,6,Alaska Peninsula
uw,60489782,2,48.8003,-122.7717,1.6,19.3,19,"Strait of Georgia, Washington"
pr,13006000,0,18.3715,-68.3677,3.4,97,14,"Mona Passage, Dominican Republic"
us,c000ek59,5,55.8098,-135.0901,4.5,10.1,199,off the coast of Southeastern Alaska
uu,60009502,5,44.4013,-110.5052,1.3,2.2,14,"Yellowstone National Park, Wyoming"
ci,15270689,2,33.245,-116.343,1.5,13.7,80,Southern California
ak,10632055,2,63.1046,-150.8818,1.8,131.3,24,Central Alaska
ak,10633482,2,60.1044,-153.158,2.3,143.2,29,Southern Alaska
ci,15270681,2,33.2423,-116.3442,2.8,14.1,170,Southern California
ak,10633480,2,55.1906,-134.609,2.4,20,7,Southeastern Alaska
us,c000ek56,3,37.5988,142.077,4.7,35,159,"off the east coast of Honshu, Japan"
uu,60009497,5,44.4017,-110.5045,1.6,1.9,13,"Yellowstone National Park, Wyoming"
uu,60009492,5,44.4035,-110.5038,1,1.9,10,"Yellowstone National Park, Wyoming"
ak,10633478,2,55.5732,-134.9231,2.4,20,6,Southeastern Alaska
hv,60447511,2,19.3648,-155.4113,2.5,10.8,44,"Island of Hawaii, Hawaii"
uu,60009487,4,44.3933,-110.5045,1.2,2.9,13,"Yellowstone National Park, Wyoming"
nn,398810,9,37.1642,-117.3847,1.4,12,13,Nevada
uu,60009477,4,44.3922,-110.5042,1.4,3.6,15,"Yellowstone National Park, Wyoming"
ak,10633476,2,55.3819,-135.0672,2.6,20,7,off the coast of Southeastern Alaska
ak,10633475,2,55.5997,-134.9666,2.9,20,10,Southeastern Alaska
ci,15270673,2,33.9448,-118.8617,1.8,8.9,29,"Channel Islands region, California"
ak,10633474,2,55.6429,-134.9909,2.7,20,6,Southeastern Alaska
ak,10633473,2,51.399,-174.3559,1.8,10.1,7,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10633472,2,63.847,-148.7472,1,10.5,18,Central Alaska
ak,10632029,3,51.6255,-175.1635,1.9,25.5,13,"Andreanof Islands, Aleutian Islands, Alaska"
uw,60489682,3,48.3152,-122.626,1.7,27.8,38,"Puget Sound region, Washington"
ak,10633470,2,55.6303,-134.948,2.8,20,8,Southeastern Alaska
ak,10633469,2,55.4568,-135.1057,3.5,10.5,16,off the coast of Southeastern Alaska
nc,71915976,2,37.3847,-118.555,1,8.2,28,Central California
ak,10633467,2,55.9989,-135.1516,3,17.6,13,off the coast of Southeastern Alaska
ak,10633466,2,56.0583,-135.4062,2.6,20,8,Southeastern Alaska
nc,71915956,0,38.8432,-122.8217,1.1,3.3,22,Northern California
ak,10632019,3,62.9732,-150.7692,1.4,108.7,14,Central Alaska
uu,60009472,2,44.4003,-110.5038,1,2.4,13,"Yellowstone National Park, Wyoming"
ak,10633463,2,55.5963,-135.3443,2.7,19.5,10,off the coast of Southeastern Alaska
ak,10633462,2,55.5072,-135.5123,2.4,20,7,off the coast of Southeastern Alaska
ak,10633461,2,63.0522,-151.5295,1.1,11.8,11,Central Alaska
ak,10632016,2,51.5454,-177.5436,1.8,40.1,12,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60009467,2,44.4082,-110.5012,1,1.2,11,"Yellowstone National Park, Wyoming"
uu,60009457,4,44.3963,-110.5045,1.2,3,13,"Yellowstone National Park, Wyoming"
uu,60009452,2,44.4022,-110.5033,1,2.5,11,"Yellowstone National Park, Wyoming"
ak,10632014,2,51.4822,-175.716,2,38.7,14,"Andreanof Islands, Aleutian Islands, Alaska"
uw,60489632,3,48.3215,-122.6138,1.7,28.5,34,"Puget Sound region, Washington"
ak,10633458,2,61.7156,-147.3859,1.2,34.2,14,Southern Alaska
hv,60447491,5,19.4342,-155.2587,2.6,1.6,44,"Island of Hawaii, Hawaii"
ak,10632010,2,62.9872,-148.8447,1.2,69.9,17,Central Alaska
uu,60009442,4,44.4012,-110.5045,1.9,1.9,16,"Yellowstone National Park, Wyoming"
ak,10633456,2,55.7584,-134.9746,3.2,20,21,Southeastern Alaska
ak,10633455,2,62.4247,-148.7498,1,46.6,16,Central Alaska
ak,10632004,2,62.3635,-148.9459,1.6,44,22,Central Alaska
nm,010613a,A,36.2916,-89.4772,1.5,5.9,9,Tennessee
ak,10633453,2,55.4746,-135.1683,2.5,20,7,off the coast of Southeastern Alaska
uu,60009432,4,44.3945,-110.5047,1.8,3.7,17,"Yellowstone National Park, Wyoming"
ak,10632003,2,52.503,-167.4994,3,5.1,15,"Fox Islands, Aleutian Islands, Alaska"
uu,60009427,5,44.3973,-110.5038,1,3,14,"Yellowstone National Park, Wyoming"
uu,60009417,4,44.3968,-110.504,1.2,3.2,15,"Yellowstone National Park, Wyoming"
ak,10633451,2,55.577,-134.77,2.7,4.5,9,Southeastern Alaska
ci,15270649,2,33.155,-115.6365,1,0.2,29,Southern California
uu,60009412,4,44.6587,-110.4093,1.5,6.3,13,"Yellowstone National Park, Wyoming"
ak,10633449,2,63.211,-151.3448,1,7.7,10,Central Alaska
ak,10633448,2,55.5759,-135.1762,2.8,20,9,off the coast of Southeastern Alaska
ak,10631997,2,63.1603,-149.3051,1.2,17.2,18,Central Alaska
ak,10633446,2,56.0308,-135.2652,2.2,20,7,Southeastern Alaska
ak,10633445,2,60.2156,-152.8428,2.3,122.4,25,Southern Alaska
nn,398804,9,38.4134,-118.739,2,0,13,Nevada
ak,10631993,2,65.1161,-149.2931,1.1,3.7,9,northern Alaska
us,c000ek3q,4,35.2609,141.1244,4.3,26.6,21,"near the east coast of Honshu, Japan"
ak,10631986,2,59.1003,-153.5844,2.8,105.6,32,Southern Alaska
ak,10633441,2,55.4777,-135.0335,2.9,20,12,off the coast of Southeastern Alaska
ak,10633440,2,55.639,-135.0427,3.2,20,14,off the coast of Southeastern Alaska
ak,10631982,2,63.0377,-149.1853,1.7,74.5,21,Central Alaska
nc,71915876,3,36.62,-121.2307,1.8,5.9,48,Central California
ak,10633438,2,55.3336,-134.6472,2.7,14.4,10,Southeastern Alaska
ak,10631978,2,59.9972,-152.1517,2.1,80.6,27,Southern Alaska
ak,10631976,2,63.4331,-147.5468,1,14.6,12,Central Alaska
ak,10633435,2,55.5369,-134.751,3.1,20,12,Southeastern Alaska
ak,10631973,2,52.8796,-174.1725,2,13.3,6,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10633433,2,62.73,-151.9265,1.4,13.7,12,Central Alaska
nc,71915861,0,38.836,-122.7843,1.1,2,13,Northern California
ak,10633432,2,55.6565,-134.9801,2.6,20,7,Southeastern Alaska
ak,10631962,2,54.4668,-161.6908,3,17,14,Alaska Peninsula
ak,10633430,2,55.3997,-134.9396,3.2,20,13,Southeastern Alaska
ak,10636699,2,55.4331,-134.9399,2.7,20,6,Southeastern Alaska
ak,10636697,2,60.7624,-150.4719,1.5,46.2,12,"Kenai Peninsula, Alaska"
ak,10636696,2,63.296,-149.5934,1.2,85.9,10,Central Alaska
ak,10636695,2,55.5642,-134.9396,2.9,20,8,Southeastern Alaska
ak,10636694,2,63.0733,-151.7597,1.1,19.3,7,Central Alaska
nc,71915836,1,38.8193,-122.795,1.5,4,34,Northern California
ak,10631802,3,54.115,-165.9967,1.3,6.7,13,"Fox Islands, Aleutian Islands, Alaska"
ak,10636692,2,55.6015,-134.9314,2.5,20,9,Southeastern Alaska
ak,10636691,2,52.7355,-169.4903,2.3,6.6,7,"Fox Islands, Aleutian Islands, Alaska"
us,c000ek17,6,44.1014,146.8489,4.6,102.4,153,Kuril Islands
ak,10636690,2,55.5883,-135.0547,3.2,20,12,off the coast of Southeastern Alaska
ak,10631969,3,62.2735,-149.5358,1.4,53.2,16,Central Alaska
ak,10631794,3,51.4817,-176.1561,2,26.8,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10636687,2,60.4062,-148.3471,1.5,4.8,10,"Kenai Peninsula, Alaska"
ak,10631789,2,64.5252,-151.3103,1.5,13,10,Central Alaska
us,c000ek0i,6,55.3116,-134.7276,4,9.9,81,Southeastern Alaska
ak,10636684,2,53.2942,-167.2919,2,55,12,"Fox Islands, Aleutian Islands, Alaska"
ak,10636683,2,55.4375,-134.7142,2.7,20,8,Southeastern Alaska
ak,10636682,2,55.8668,-134.9697,2.1,10,5,Southeastern Alaska
us,c000ejzq,7,36.3921,142.9928,4.6,30.7,92,"off the east coast of Honshu, Japan"
ak,10636681,2,55.4689,-135.311,2.7,10,4,off the coast of Southeastern Alaska
ak,10631776,3,55.4611,-135.3817,4.2,10.4,22,off the coast of Southeastern Alaska
ak,10636679,2,55.8116,-134.9622,2.9,10,7,Southeastern Alaska
ak,10636678,2,55.6674,-134.7293,2.4,2.3,7,Southeastern Alaska
ak,10636677,2,55.5115,-135.3832,2.4,1,7,off the coast of Southeastern Alaska
ci,15270569,2,33.3873,-116.3855,1,5.5,52,Southern California
ak,10636675,2,51.7622,-175.8648,1.9,59.4,9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10636675,2,51.7622,-175.8648,8.9,59.4,9,"Acme Islands, FOR TEST PURPOSES"
